Requirements for the Minor in Jewish Studies,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#jewishstudiestext,Jewish Studies
Requirements for the Minor in Humanities and Law,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#jewishstudiestext,Requirements for the Minor in Humanities and Law
Requirements for the Interdisciplinary Minor in Asian Studies,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#jewishstudiestext,Requirements for the Interdisciplinary Minor in Asian Studies
Requirements for the Minor in Latin American Studies,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#jewishstudiestext,Requirements for the Minor in Latin American Studies
Requirements for the Minor in Medical Humanities,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#jewishstudiestext,Requirements for the Minor in Medical Humanities
Requirements for the Minor in Latin American Studies,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#latinamericanstudiestext,Latin American Studies
Requirements for the Minor in Humanities and Law,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#latinamericanstudiestext,Requirements for the Minor in Humanities and Law
Requirements for the Interdisciplinary Minor in Asian Studies,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#latinamericanstudiestext,Requirements for the Interdisciplinary Minor in Asian Studies
Requirements for the Minor in Jewish Studies,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#latinamericanstudiestext,Requirements for the Minor in Jewish Studies
Requirements for the Minor in Medical Humanities,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#latinamericanstudiestext,Requirements for the Minor in Medical Humanities
Requirements for the Minor in Medical Humanities,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#medicalhumanitiesminortext,Medical Humanities
Requirements for the Minor in Humanities and Law,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#medicalhumanitiesminortext,Requirements for the Minor in Humanities and Law
Requirements for the Interdisciplinary Minor in Asian Studies,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#medicalhumanitiesminortext,Requirements for the Interdisciplinary Minor in Asian Studies
Requirements for the Minor in Jewish Studies,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#medicalhumanitiesminortext,Requirements for the Minor in Jewish Studies
Requirements for the Minor in Latin American Studies,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#medicalhumanitiesminortext,Requirements for the Minor in Latin American Studies
Requirements for the Minor in Humanities and Law,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#persianstudiesminortext,Requirements for the Minor in Humanities and Law
Requirements for the Interdisciplinary Minor in Asian Studies,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#persianstudiesminortext,Requirements for the Interdisciplinary Minor in Asian Studies
Requirements for the Minor in Jewish Studies,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#persianstudiesminortext,Requirements for the Minor in Jewish Studies
Requirements for the Minor in Latin American Studies,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#persianstudiesminortext,Requirements for the Minor in Latin American Studies
Requirements for the Minor in Medical Humanities,http://catalogue.uci.edu/schoolofhumanities/specialprograms/#persianstudiesminortext,Requirements for the Minor in Medical Humanities
Requirements for the B.A. in Philosophy,http://catalogue.uci.edu/schoolofhumanities/departmentofphilosophy/#minortext,Philosophy
Requirements for the B.A. in Philosophy with a Specialization in Medicine and Well-Being,http://catalogue.uci.edu/schoolofhumanities/departmentofphilosophy/#minortext,Requirements for the B.A. in Philosophy with a Specialization in Medicine and Well-Being
Requirements for the B.A. in Philosophy with a Specialization in Law and Society,http://catalogue.uci.edu/schoolofhumanities/departmentofphilosophy/#minortext,Requirements for the B.A. in Philosophy with a Specialization in Law and Society
Requirements for the Minor in Philosophy,http://catalogue.uci.edu/schoolofhumanities/departmentofphilosophy/#minortext,Requirements for the Minor in Philosophy
Requirements for the M.A. in Philosophy,http://catalogue.uci.edu/schoolofhumanities/departmentofphilosophy/#minortext,Requirements for the M.A. in Philosophy
Requirements for the Ph.D. in Philosophy,http://catalogue.uci.edu/schoolofhumanities/departmentofphilosophy/#minortext,Requirements for the Ph.D. in Philosophy
Requirements for the B.A. in Religious Studies,http://catalogue.uci.edu/schoolofhumanities/undergraduateprograminreligiousstudies/#minortext,Religious Studies
Requirements for the Minor in Religious Studies,http://catalogue.uci.edu/schoolofhumanities/undergraduateprograminreligiousstudies/#minortext,Requirements for the Minor in Religious Studies
Requirements for the Russian Studies Minor,http://catalogue.uci.edu/schoolofhumanities/departmentofeuropeanlanguagesandstudies/#russianstudiestext,Russian Studies
Requirements for the B.A. in European Studies,http://catalogue.uci.edu/schoolofhumanities/departmentofeuropeanlanguagesandstudies/#russianstudiestext,Requirements for the B.A. in European Studies
Requirements for the Minor,http://catalogue.uci.edu/schoolofhumanities/departmentofeuropeanlanguagesandstudies/#russianstudiestext,Requirements for the Minor
Requirements for the B.A. in French,http://catalogue.uci.edu/schoolofhumanities/departmentofeuropeanlanguagesandstudies/#russianstudiestext,Requirements for the B.A. in French
Requirements for the French Minor,http://catalogue.uci.edu/schoolofhumanities/departmentofeuropeanlanguagesandstudies/#russianstudiestext,Requirements for the French Minor
Requirements for the B.A. in German Studies,http://catalogue.uci.edu/schoolofhumanities/departmentofeuropeanlanguagesandstudies/#russianstudiestext,Requirements for the B.A. in German Studies
Departmental Requirements for the Minor in German Studies,http://catalogue.uci.edu/schoolofhumanities/departmentofeuropeanlanguagesandstudies/#russianstudiestext,Departmental Requirements for the Minor in German Studies
Requirements for the Italian Studies Minor,http://catalogue.uci.edu/schoolofhumanities/departmentofeuropeanlanguagesandstudies/#russianstudiestext,Requirements for the Italian Studies Minor
Requirements for the B.A. in Spanish,http://catalogue.uci.edu/schoolofhumanities/departmentofspanishandportuguese/#minorstext,Spanish
Requirements for the Minor in Spanish,http://catalogue.uci.edu/schoolofhumanities/departmentofspanishandportuguese/#minorstext,Requirements for the Minor in Spanish
Requirements for the Minor in Spanish/English Bilingual Education,http://catalogue.uci.edu/schoolofhumanities/departmentofspanishandportuguese/#minorstext,Requirements for the Minor in Spanish/English Bilingual Education
Requirements for the B.S. in Computer Science,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofcomputerscience/#majorstext,"Computer Science, B.S."
Requirements for the B.S. in Computer Science and Engineering,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofcomputerscience/#majorstext,Requirements for the B.S. in Computer Science and Engineering
Requirements for the Minor in Bioinformatics,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofcomputerscience/#majorstext,Requirements for the Minor in Bioinformatics
Requirements for the B.S. in Computer Science and Engineering,http://catalogue.uci.edu/interdisciplinarystudies/computerscienceandengineering/,"Computer Science and Engineering, B.S."
Requirements for the B.S. in Data Science,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofstatistics/#majortext,"Data Science, B.S."
Requirements for the Minor,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofstatistics/#majortext,Requirements for the Minor
Requirements for the B.S. in Informatics,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofinformatics/#majortext,"Informatics, B.S."
Requirements for the Minor in Digital Information Systems,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofinformatics/#majortext,Requirements for the Minor in Digital Information Systems
Requirements for the Minor in Health Informatics,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofinformatics/#majortext,Requirements for the Minor in Health Informatics
Requirements for the Minor in Informatics,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofinformatics/#majortext,Requirements for the Minor in Informatics
Requirements for the Minor in Bioinformatics,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofcomputerscience/#minortext,Bioinformatics
Requirements for the B.S. in Computer Science,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofcomputerscience/#minortext,Requirements for the B.S. in Computer Science
Requirements for the B.S. in Computer Science and Engineering,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofcomputerscience/#minortext,Requirements for the B.S. in Computer Science and Engineering
Requirements for the Minor in Digital Information Systems,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofinformatics/#minorstext,Digital Information Systems
Requirements for the B.S. in Informatics,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofinformatics/#minorstext,Informatics
Requirements for the Minor in Health Informatics,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofinformatics/#minorstext,Requirements for the Minor in Health Informatics
Requirements for the Minor in Informatics,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofinformatics/#minorstext,Requirements for the Minor in Informatics
Requirements for the B.S. in Information and Computer Science,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/#icsminor,Information and Computer Science
Requirements for the B.S. in Business Information Management,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/#icsminor,Requirements for the B.S. in Business Information Management
Requirements for the B.S. in Computer Game Science,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/#icsminor,Requirements for the B.S. in Computer Game Science
Requirements for the B.S. in Software Engineering,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/#icsminor,Requirements for the B.S. in Software Engineering
Requirements for the Minor in Information and Computer Science,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/#icsminor,Requirements for the Minor in Information and Computer Science
Requirements for the B.S. in Data Science,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofstatistics/#minortext,Requirements for the B.S. in Data Science
Requirements for the Minor,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofstatistics/#minortext,Requirements for the Minor
Requirements for the B.S. in Business Information Management,http://catalogue.uci.edu/interdisciplinarystudies/businessinformationmanagement/,"Business Information Management, B.S."
Requirements for the B.A. in Environmental Science and Policy,http://catalogue.uci.edu/interdisciplinarystudies/environmentalscienceandpolicy/,"Environmental Science and Policy, B.A."
Requirements for the Minor,http://catalogue.uci.edu/interdisciplinarystudies/civicandcommunityengagement/,Requirements for the Minor
Requirements for the Minor,http://catalogue.uci.edu/interdisciplinarystudies/globalsustainability/,Requirements for the Minor
Requirements for the Minor,http://catalogue.uci.edu/interdisciplinarystudies/historyandphilosophyofscience/,Requirements for the Minor
Requirements for the Minor,http://catalogue.uci.edu/interdisciplinarystudies/nativeamericanstudies/,Requirements for the Minor
Requirements for the B.S. in Nursing Science,http://catalogue.uci.edu/sueandbillgrossschoolofnursing/#undergraduatetext,"Nursing Science, B.S."
Requirements for the B.S. in Pharmaceutical Sciences,http://catalogue.uci.edu/departmentofpharmaceuticalsciences/#undergraduatetext,"Pharmaceutical Sciences, B.S."
Requirements for the B.S. in Applied Physics (with Concentrations),http://catalogue.uci.edu/schoolofphysicalsciences/departmentofphysicsandastronomy/#undergraduatetext,"Applied Physics, B.S."
Requirements for the B.S. in Physics (with Concentrations and a Specialization),http://catalogue.uci.edu/schoolofphysicalsciences/departmentofphysicsandastronomy/#undergraduatetext,"Physics, B.S."
Requirements for the B.S. in Chemistry,http://catalogue.uci.edu/schoolofphysicalsciences/departmentofchemistry/#majortext,"Chemistry, B.S."
Requirements for the B.S. in Earth System Science (including optional Specializations and a Concentration),http://catalogue.uci.edu/schoolofphysicalsciences/departmentofearthsystemscience/#majorstext,"Earth System Science, B.S."
Requirements for the B.A. in Environmental Science (including a Concentration),http://catalogue.uci.edu/schoolofphysicalsciences/departmentofearthsystemscience/#majorstext,"Environmental Science, B.A."
Requirements for the B.A. in Environmental Science and Policy,http://catalogue.uci.edu/schoolofphysicalsciences/departmentofearthsystemscience/#majorstext,Requirements for the B.A. in Environmental Science and Policy
Requirements for the Minor in Earth and Atmospheric Sciences,http://catalogue.uci.edu/schoolofphysicalsciences/departmentofearthsystemscience/#majorstext,Requirements for the Minor in Earth and Atmospheric Sciences
Requirements for the B.S. in Mathematics (including Concentrations and Specializations),http://catalogue.uci.edu/schoolofphysicalsciences/departmentofmathematics/#majorstext,"Mathematics, B.S."
Requirements for the Pure Mathematics Major,http://catalogue.uci.edu/schoolofphysicalsciences/departmentofmathematics/#majorstext,Requirements for the Pure Mathematics Major
Requirements for the Minor in Mathematics,http://catalogue.uci.edu/schoolofphysicalsciences/departmentofmathematics/#majorstext,Requirements for the Minor in Mathematics
Requirements for the Minor in Mathematics for Biology,http://catalogue.uci.edu/schoolofphysicalsciences/departmentofmathematics/#majorstext,Requirements for the Minor in Mathematics for Biology
Requirements for the Minor in Earth and Atmospheric Sciences,http://catalogue.uci.edu/schoolofphysicalsciences/departmentofearthsystemscience/#minortext,Earth and Atmospheric Sciences
Requirements for the B.S. in Earth System Science (including optional Specializations and a Concentration),http://catalogue.uci.edu/schoolofphysicalsciences/departmentofearthsystemscience/#minortext,Requirements for the B.S. in Earth System Science (including optional Specializations and a Concentration)
Requirements for the B.A. in Environmental Science (including a Concentration),http://catalogue.uci.edu/schoolofphysicalsciences/departmentofearthsystemscience/#minortext,Requirements for the B.A. in Environmental Science (including a Concentration)
Requirements for the B.A. in Environmental Science and Policy,http://catalogue.uci.edu/schoolofphysicalsciences/departmentofearthsystemscience/#minortext,Requirements for the B.A. in Environmental Science and Policy
Requirements for the B.S. in Mathematics (including Concentrations and Specializations),http://catalogue.uci.edu/schoolofphysicalsciences/departmentofmathematics/#minorstext,Mathematics
Requirements for the Pure Mathematics Major,http://catalogue.uci.edu/schoolofphysicalsciences/departmentofmathematics/#minorstext,Requirements for the Pure Mathematics Major
Requirements for the Minor in Mathematics,http://catalogue.uci.edu/schoolofphysicalsciences/departmentofmathematics/#minorstext,Requirements for the Minor in Mathematics
Requirements for the Minor in Mathematics for Biology,http://catalogue.uci.edu/schoolofphysicalsciences/departmentofmathematics/#minorstext,Requirements for the Minor in Mathematics for Biology
Requirements for the B.A. in Public Health Policy,http://catalogue.uci.edu/programinpublichealth/#undergraduatetext,"Public Health Policy, B.A."
Requirements for the B.S. in Public Health Sciences,http://catalogue.uci.edu/programinpublichealth/#undergraduatetext,Public Health
Requirements for the Bachelor's Degree,http://catalogue.uci.edu/programinpublichealth/#undergraduatetext,Requirements for the Bachelor's Degree
Requirements for the Minor,http://catalogue.uci.edu/programinpublichealth/#undergraduatetext,Requirements for the Minor
Requirements for the Minor,http://catalogue.uci.edu/programinpublichealth/#undergraduatetext,Requirements for the Minor
"Requirements for the B.A. in Criminology, Law and Society",http://catalogue.uci.edu/schoolofsocialecology/departmentofcriminologylawandsociety/#majortext,"Requirements for the B.A. in Criminology, Law and Society"
"Requirements for the Minor in Criminology, Law and Society",http://catalogue.uci.edu/schoolofsocialecology/departmentofcriminologylawandsociety/#majortext,"Requirements for the Minor in Criminology, Law and Society"
Requirements for the B.A. in Psychological Science,http://catalogue.uci.edu/schoolofsocialecology/departmentofpsychologicalscience/#majortext,"Psychological Science, B.A."
Requirements for the Minor in Psychological Science,http://catalogue.uci.edu/schoolofsocialecology/departmentofpsychologicalscience/#majortext,Requirements for the Minor in Psychological Science
Requirements for the B.A. in Social Ecology,http://catalogue.uci.edu/schoolofsocialecology/#undergraduatetext,"Social Ecology, B.A."
Requirements for the Bachelor’s Degree,http://catalogue.uci.edu/schoolofsocialecology/#undergraduatetext,Requirements for the Bachelor’s Degree
Requirements for the B.A. in Urban Studies,http://catalogue.uci.edu/schoolofsocialecology/departmentofplanningpolicyanddesign/#majortext,"Urban Studies, B.A."
"Requirements for the B.A. in Criminology, Law and Society",http://catalogue.uci.edu/schoolofsocialecology/departmentofcriminologylawandsociety/#minortext,"Criminology, Law and Society"
"Requirements for the Minor in Criminology, Law and Society",http://catalogue.uci.edu/schoolofsocialecology/departmentofcriminologylawandsociety/#minortext,"Requirements for the Minor in Criminology, Law and Society"
Requirements for the B.A. in Psychological Science,http://catalogue.uci.edu/schoolofsocialecology/departmentofpsychologicalscience/#minortext,Psychological Science
Requirements for the Minor in Psychological Science,http://catalogue.uci.edu/schoolofsocialecology/departmentofpsychologicalscience/#minortext,Requirements for the Minor in Psychological Science
Requirements for the B.A. in Urban Studies,http://catalogue.uci.edu/schoolofsocialecology/departmentofplanningpolicyanddesign/#minorstext,Urban Studies
Requirements for the B.A. in Anthropology,http://catalogue.uci.edu/schoolofsocialsciences/departmentofanthropology/#majortext,"Anthropology, B.A."
Requirements for the B.A. in Business Economics,http://catalogue.uci.edu/schoolofsocialsciences/departmentofeconomics/#majorstext,"Business Economics, B.A."
Requirements for the B.A. in Quantitative Economics,http://catalogue.uci.edu/schoolofsocialsciences/departmentofeconomics/#majorstext,"Quantitative Economics, B.A."
Requirements for the B.A. in Economics,http://catalogue.uci.edu/schoolofsocialsciences/departmentofeconomics/#majorstext,Requirements for the B.A. in Economics
Requirements for the B.A. in Chicano/Latino Studies,http://catalogue.uci.edu/schoolofsocialsciences/departmentofchicanolatinostudies/#majortext,"Chicano/Latino Studies, B.A."
Requirements for the Minor in Chicano/Latino Studies,http://catalogue.uci.edu/schoolofsocialsciences/departmentofchicanolatinostudies/#majortext,Requirements for the Minor in Chicano/Latino Studies
Requirements for the B.S. in Cognitive Sciences,http://catalogue.uci.edu/schoolofsocialsciences/departmentofcognitivesciences/#majortext,"Cognitive Sciences, B.S."
Requirements for the B.S. in Psychology,http://catalogue.uci.edu/schoolofsocialsciences/departmentofcognitivesciences/#majortext,"Psychology, B.S."
Requirements for the B.A. in Psychology,http://catalogue.uci.edu/schoolofsocialsciences/departmentofcognitivesciences/#majortext,Requirements for the B.A. in Psychology
Requirements for the Ph.D.,http://catalogue.uci.edu/schoolofsocialsciences/departmentofcognitivesciences/#majortext,Requirements for the Ph.D.
Requirements for the B.A. in International Studies,http://catalogue.uci.edu/schoolofsocialsciences/departmentofglobalandinternationalstudies/#majortext,"International Studies, B.A."
Requirements for the B.A. in Language Science,http://catalogue.uci.edu/schoolofsocialsciences/departmentoflanguagescience/#majortext,"Language Science, B.A."
Requirements for the B.A. in Political Science,http://catalogue.uci.edu/schoolofsocialsciences/departmentofpoliticalscience/#majortext,"Political Science, B.A."
Requirements for the B.A. in Social Policy and Public Service,http://catalogue.uci.edu/schoolofsocialsciences/theundergraduatemajorinsocialpolicyandpublicservice/,"Social Policy and Public Service, B.A."
Requirements for the B.A. in Sociology,http://catalogue.uci.edu/schoolofsocialsciences/departmentofsociology/#majortext,"Sociology, B.A."
Requirements for the B.A. in Anthropology,http://catalogue.uci.edu/schoolofsocialsciences/departmentofanthropology/#minorstext,Anthropology
Requirements for the B.A. in Chicano/Latino Studies,http://catalogue.uci.edu/schoolofsocialsciences/departmentofchicanolatinostudies/#minortext,Chicano/Latino Studies
Requirements for the Minor in Chicano/Latino Studies,http://catalogue.uci.edu/schoolofsocialsciences/departmentofchicanolatinostudies/#minortext,Requirements for the Minor in Chicano/Latino Studies
Requirements for the B.A. in International Studies,http://catalogue.uci.edu/schoolofsocialsciences/departmentofglobalandinternationalstudies/#minorstext,International Studies
Requirements for the B.A. in Economics,http://catalogue.uci.edu/schoolofsocialsciences/departmentofeconomics/#minortext,Economics
Requirements for the B.A. in Quantitative Economics,http://catalogue.uci.edu/schoolofsocialsciences/departmentofeconomics/#minortext,Requirements for the B.A. in Quantitative Economics
Requirements for the B.A. in Business Economics,http://catalogue.uci.edu/schoolofsocialsciences/departmentofeconomics/#minortext,Requirements for the B.A. in Business Economics
Requirements for the B.A. in Psychology,http://catalogue.uci.edu/schoolofsocialsciences/departmentofcognitivesciences/#minortext,Psychology
Requirements for the B.S. in Cognitive Sciences,http://catalogue.uci.edu/schoolofsocialsciences/departmentofcognitivesciences/#minortext,Requirements for the B.S. in Cognitive Sciences
Requirements for the B.S. in Psychology,http://catalogue.uci.edu/schoolofsocialsciences/departmentofcognitivesciences/#minortext,Requirements for the B.S. in Psychology
Requirements for the Ph.D.,http://catalogue.uci.edu/schoolofsocialsciences/departmentofcognitivesciences/#minortext,Requirements for the Ph.D.
Requirements for the B.A. in Language Science,http://catalogue.uci.edu/schoolofsocialsciences/departmentoflanguagescience/#minortext,Requirements for the B.A. in Language Science
Requirements for the B.A. in Political Science,http://catalogue.uci.edu/schoolofsocialsciences/departmentofpoliticalscience/#minortext,Political Science
Requirements for the B.A. in Sociology,http://catalogue.uci.edu/schoolofsocialsciences/departmentofsociology/#minortext,Sociology
